aflrun_seed_10/default/pacfix.log:[valuation] [dry-run] [val default/memory/neg/id:000001] [file /home/yuntong/vulnfix/data/libtiff/cve_2016_5321/aflrun_seed_10/default/queue/id:000000,time:0,execs:0,orig:exploit] [time 147]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001190] [file memory/input/pos_001190_src:001089+000378,time:4114193,execs:677779,op:run-splice,rep:4] [time 4114193]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001191] [file memory/input/pos_001191_src:001256,time:4116666,execs:678466,op:run-havoc,rep:8] [time 4116666]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001192] [file memory/input/pos_001192_src:001256,time:4116927,execs:678478,op:run-havoc,rep:2] [time 4116927]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001193] [file memory/input/pos_001193_src:000827,time:4121213,execs:679143,op:run-havoc,rep:4] [time 4121213]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001194] [file memory/input/pos_001194_src:001088,time:4125601,execs:680136,op:run-havoc,rep:2] [time 4125601]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001195] [file memory/input/pos_001195_src:001088,time:4125978,execs:680165,op:run-havoc,rep:2] [time 4125978]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001196] [file memory/input/pos_001196_src:000806,time:4131892,execs:680823,op:run-havoc,rep:2] [time 4131892]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001197] [file memory/input/pos_001197_src:001285,time:4135744,execs:681812,op:run-havoc,rep:2] [time 4135744]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001198] [file memory/input/pos_001198_src:001278,time:4139750,execs:682513,op:run-havoc,rep:2] [time 4139750]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001199] [file memory/input/pos_001199_src:001278,time:4140523,execs:682620,op:run-havoc,rep:2] [time 4140523]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001200] [file memory/input/pos_001200_src:001280,time:4144112,execs:683926,op:run-havoc,rep:4] [time 4144113]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001201] [file memory/input/pos_001201_src:001280,time:4144272,execs:683952,op:run-havoc,rep:4] [time 4144272]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001202] [file memory/input/pos_001202_src:001280,time:4144568,execs:683979,op:run-havoc,rep:4] [time 4144568]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001203] [file memory/input/pos_001203_src:001286,time:4147681,execs:684614,op:run-havoc,rep:2] [time 4147682]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001204] [file memory/input/pos_001204_src:001286,time:4148203,execs:684706,op:run-havoc,rep:2] [time 4148203]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001205] [file memory/input/pos_001205_src:001185,time:4150952,execs:685479,op:run-havoc,rep:4] [time 4150958]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001206] [file memory/input/pos_001206_src:001185,time:4151178,execs:685513,op:run-havoc,rep:2] [time 4151178]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001207] [file memory/input/pos_001207_src:001277,time:4153867,execs:686187,op:run-havoc,rep:2] [time 4153867]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001208] [file memory/input/pos_001208_src:001254,time:4155407,execs:686622,op:run-havoc,rep:4] [time 4155407]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001209] [file memory/input/pos_001209_src:001285,time:4166358,execs:688654,op:run-havoc,rep:2] [time 4166358]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001210] [file memory/input/pos_001210_src:001285,time:4168404,execs:688882,op:run-havoc,rep:2] [time 4168404]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001211] [file memory/input/pos_001211_src:001285,time:4169168,execs:688954,op:run-havoc,rep:2] [time 4169168]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001212] [file memory/input/pos_001212_src:001285,time:4170148,execs:689029,op:run-havoc,rep:2] [time 4170148]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001213] [file memory/input/pos_001213_src:001285+000730,time:4173672,execs:690320,op:run-splice,rep:4] [time 4173672]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001214] [file memory/input/pos_001214_src:001285+000730,time:4173958,execs:690345,op:run-splice,rep:2] [time 4173958]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001215] [file memory/input/pos_001215_src:001278+000775,time:4184352,execs:692826,op:run-splice,rep:2] [time 4184352]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001216] [file memory/input/pos_001216_src:001278+000775,time:4184475,execs:692848,op:run-splice,rep:4] [time 4184475]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001217] [file memory/input/pos_001217_src:001278+000775,time:4184553,execs:692861,op:run-splice,rep:2] [time 4184553]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001218] [file memory/input/pos_001218_src:001227,time:4185370,execs:692940,op:run-havoc,rep:2] [time 4185370]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001219] [file memory/input/pos_001219_src:001227,time:4186088,execs:692998,op:run-havoc,rep:4] [time 4186088]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001220] [file memory/input/pos_001220_src:001227+001222,time:4191240,execs:693741,op:run-splice,rep:4] [time 4191240]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001221] [file memory/input/pos_001221_src:001227+000724,time:4192499,execs:693987,op:run-splice,rep:2] [time 4192499]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001222] [file memory/input/pos_001222_src:001227+000675,time:4193902,execs:694243,op:run-splice,rep:2] [time 4193902]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001223] [file memory/input/pos_001223_src:001227+000660,time:4195953,execs:694669,op:run-splice,rep:4] [time 4195953]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001224] [file memory/input/pos_001224_src:000895,time:4198529,execs:694966,op:run-havoc,rep:2] [time 4198529]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001225] [file memory/input/pos_001225_src:000895,time:4199377,execs:695041,op:run-havoc,rep:2] [time 4199377]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001226] [file memory/input/pos_001226_src:000895,time:4199873,execs:695070,op:run-havoc,rep:2] [time 4199873]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001227] [file memory/input/pos_001227_src:000918,time:4204592,execs:696136,op:run-havoc,rep:2] [time 4204592]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001228] [file memory/input/pos_001228_src:000918,time:4205104,execs:696192,op:run-havoc,rep:4] [time 4205104]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001229] [file memory/input/pos_001229_src:000918,time:4205434,execs:696250,op:run-havoc,rep:2] [time 4205434]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001230] [file memory/input/pos_001230_src:000918,time:4205860,execs:696343,op:run-havoc,rep:4] [time 4205860]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001231] [file memory/input/pos_001231_src:000918,time:4206052,execs:696365,op:run-havoc,rep:2] [time 4206053]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001232] [file memory/input/pos_001232_src:000918,time:4206381,execs:696379,op:run-havoc,rep:2] [time 4206381]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001233] [file memory/input/pos_001233_src:000918,time:4208271,execs:696495,op:run-havoc,rep:2] [time 4208271]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001234] [file memory/input/pos_001234_src:000957,time:4214107,execs:697632,op:run-havoc,rep:4] [time 4214107]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001235] [file memory/input/pos_001235_src:000901,time:4219012,execs:698801,op:run-havoc,rep:2] [time 4219012]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001236] [file memory/input/pos_001236_src:000850,time:4224133,execs:699906,op:run-havoc,rep:8] [time 4224133]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001237] [file memory/input/pos_001237_src:001304,time:4231892,execs:700896,op:run-havoc,rep:4] [time 4231892]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001238] [file memory/input/pos_001238_src:001304,time:4232638,execs:700987,op:run-havoc,rep:2] [time 4232638]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001239] [file memory/input/pos_001239_src:001304,time:4233578,execs:701115,op:run-havoc,rep:4] [time 4233581]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001240] [file memory/input/pos_001240_src:001304+000719,time:4234152,execs:701269,op:run-splice,rep:4] [time 4234152]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001241] [file memory/input/pos_001241_src:001305,time:4238983,execs:701874,op:run-havoc,rep:2] [time 4238983]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001242] [file memory/input/pos_001242_src:001305,time:4239733,execs:701977,op:run-havoc,rep:4] [time 4239733]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001243] [file memory/input/pos_001243_src:001305,time:4239787,execs:701981,op:run-havoc,rep:2] [time 4239787]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001244] [file memory/input/pos_001244_src:001305,time:4240274,execs:702049,op:run-havoc,rep:4] [time 4240274]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001245] [file memory/input/pos_001245_src:001305,time:4242175,execs:702274,op:run-havoc,rep:2] [time 4242176]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001246] [file memory/input/pos_001246_src:001305,time:4242332,execs:702285,op:run-havoc,rep:2] [time 4242333]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001247] [file memory/input/pos_001247_src:001305,time:4242635,execs:702332,op:run-havoc,rep:2] [time 4242635]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001248] [file memory/input/pos_001248_src:001305,time:4244260,execs:702447,op:run-havoc,rep:2] [time 4244267]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001249] [file memory/input/pos_001249_src:001305,time:4246921,execs:702523,op:run-havoc,rep:4] [time 4246921]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001250] [file memory/input/pos_001250_src:001305,time:4247103,execs:702563,op:run-havoc,rep:2] [time 4247109]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001251] [file memory/input/pos_001251_src:001305,time:4247516,execs:702637,op:run-havoc,rep:2] [time 4247516]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000002] [file memory/input/neg_000002_src:001305,time:4248285,execs:702750,op:run-havoc,rep:2] [time 4248285]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001252] [file memory/input/pos_001252_src:001305,time:4249386,execs:702956,op:run-havoc,rep:2] [time 4249386]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001253] [file memory/input/pos_001253_src:001305,time:4250862,execs:703150,op:run-havoc,rep:2] [time 4250862]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001254] [file memory/input/pos_001254_src:001305,time:4251667,execs:703222,op:run-havoc,rep:2] [time 4251667]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001255] [file memory/input/pos_001255_src:001305,time:4253403,execs:703375,op:run-havoc,rep:2] [time 4253403]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001256] [file memory/input/pos_001256_src:001305,time:4253727,execs:703435,op:run-havoc,rep:4] [time 4253727]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001257] [file memory/input/pos_001257_src:001305,time:4254649,execs:703446,op:run-havoc,rep:4] [time 4254649]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001258] [file memory/input/pos_001258_src:001305,time:4255005,execs:703527,op:run-havoc,rep:2] [time 4255005]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001259] [file memory/input/pos_001259_src:001304,time:4263176,execs:706341,op:run-havoc,rep:2] [time 4263176]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001260] [file memory/input/pos_001260_src:001304,time:4264329,execs:706635,op:run-havoc,rep:2] [time 4264329]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001261] [file memory/input/pos_001261_src:001304,time:4264391,execs:706637,op:run-havoc,rep:4] [time 4264391]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001262] [file memory/input/pos_001262_src:001304,time:4264672,execs:706685,op:run-havoc,rep:2] [time 4264672]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001263] [file memory/input/pos_001263_src:001304,time:4264937,execs:706728,op:run-havoc,rep:2] [time 4264937]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001264] [file memory/input/pos_001264_src:001304,time:4265622,execs:706741,op:run-havoc,rep:2] [time 4265632]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001265] [file memory/input/pos_001265_src:001304,time:4267188,execs:706956,op:run-havoc,rep:2] [time 4267188]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001266] [file memory/input/pos_001266_src:001304,time:4267421,execs:706994,op:run-havoc,rep:2] [time 4267421]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001267] [file memory/input/pos_001267_src:001304,time:4268064,execs:707052,op:run-havoc,rep:2] [time 4268064]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001268] [file memory/input/pos_001268_src:001304,time:4268157,execs:707073,op:run-havoc,rep:2] [time 4268157]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001269] [file memory/input/pos_001269_src:001304,time:4268229,execs:707087,op:run-havoc,rep:4] [time 4268229]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001270] [file memory/input/pos_001270_src:001304,time:4268605,execs:707103,op:run-havoc,rep:2] [time 4268605]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001271] [file memory/input/pos_001271_src:001304,time:4268767,execs:707124,op:run-havoc,rep:4] [time 4268774]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001272] [file memory/input/pos_001272_src:001304,time:4268877,execs:707137,op:run-havoc,rep:4] [time 4268877]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001273] [file memory/input/pos_001273_src:001304,time:4270178,execs:707211,op:run-havoc,rep:4] [time 4270179]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001274] [file memory/input/pos_001274_src:001304,time:4271542,execs:707390,op:run-havoc,rep:2] [time 4271542]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001275] [file memory/input/pos_001275_src:001304,time:4271719,execs:707416,op:run-havoc,rep:4] [time 4271719]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001276] [file memory/input/pos_001276_src:001096,time:4284169,execs:709968,op:run-havoc,rep:2] [time 4284169]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001277] [file memory/input/pos_001277_src:001096,time:4285294,execs:710235,op:run-havoc,rep:2] [time 4285294]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001278] [file memory/input/pos_001278_src:000892+001095,time:4293505,execs:712363,op:run-splice,rep:2] [time 4293505]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001279] [file memory/input/pos_001279_src:000864,time:4296606,execs:713171,op:run-havoc,rep:4] [time 4296606]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001280] [file memory/input/pos_001280_src:000864,time:4298032,execs:713329,op:run-havoc,rep:2] [time 4298032]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001281] [file memory/input/pos_001281_src:001323,time:4312320,execs:715968,op:run-havoc,rep:2] [time 4312320]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001282] [file memory/input/pos_001282_src:001323,time:4312534,execs:716023,op:run-havoc,rep:2] [time 4312534]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001283] [file memory/input/pos_001283_src:001323+000690,time:4315966,execs:716491,op:run-splice,rep:4] [time 4315966]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001284] [file memory/input/pos_001284_src:001245,time:4316753,execs:716676,op:run-havoc,rep:2] [time 4316753]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001285] [file memory/input/pos_001285_src:001245,time:4317035,execs:716710,op:run-havoc,rep:2] [time 4317035]
aflrun_seed_16/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001286] [file memory/input/pos_001286_src:001245,time:4318041,execs:716744,op:run-havoc,rep:4] [time 4318041]
